age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
48,0,F,Other,Male,2,0,1
25,0,M,African-American,Female,0,44,0
43,0,F,African-American,Male,20,1,0
36,0,F,Other,Male,6,0,1
44,0,M,African-American,Male,2,5,0
21,1,F,African-American,Male,0,3,0
40,0,F,Other,Female,0,4,1
24,1,F,Other,Male,0,0,0
31,1,F,African-American,Male,0,1,1
34,1,F,Other,Female,5,0,0
24,0,F,Other,Male,1,0,0
36,0,M,African-American,Female,1,-1,1
24,1,M,African-American,Male,2,33,1
57,0,F,African-American,Male,11,140,0
51,1,F,Other,Male,0,1,1
22,1,F,Other,Male,3,2,0
33,1,M,Other,Male,5,1,1
38,0,M,Other,Male,1,0,1
37,0,F,African-American,Male,4,1,1
28,0,M,Other,Female,3,45,1
21,1,F,Other,Male,1,1,0
25,0,M,Other,Male,1,42,1
50,0,F,Other,Male,1,9,1
36,0,M,African-American,Male,6,0,1
33,0,F,Other,Female,2,-1,1
24,0,F,Other,Male,8,37,0
53,0,F,Other,Male,1,1,1
27,0,M,Other,Male,0,2,0
34,0,F,Other,Male,15,1,0
29,1,F,African-American,Male,13,1,0
40,0,F,African-American,Male,0,1,1
41,1,F,African-American,Male,12,0,0
53,0,F,Other,Female,0,1,1
27,1,F,Other,Female,5,1,0
28,1,F,African-American,Female,3,4,1
31,0,M,Other,Male,0,5,1
32,1,F,African-American,Male,14,1,0
36,0,M,African-American,Female,2,0,0
25,0,F,Other,Male,4,1,0
43,0,F,African-American,Male,2,-1,0
51,0,F,Other,Male,2,1,1
22,1,F,African-American,Male,5,19,0
31,1,M,African-American,Female,3,0,1
33,0,F,Other,Male,0,1,1
24,0,F,Other,Male,2,91,0
41,1,F,Other,Male,0,1,1
21,1,F,African-American,Male,1,11,0
29,1,F,Other,Male,3,0,0
21,1,F,African-American,Male,1,1,0
31,1,F,African-American,Male,4,4,0
32,0,F,African-American,Male,3,1,1
23,1,F,African-American,Female,0,1,0
55,1,M,African-American,Male,9,3,1
44,0,M,Other,Male,0,1,1
27,1,F,Other,Male,1,0,1
26,0,F,African-American,Male,2,33,0
22,0,M,Other,Female,0,1,0
25,0,F,African-American,Male,9,2,0
24,1,F,African-American,Male,2,1,0
36,0,F,African-American,Male,5,11,1
31,1,F,Other,Female,1,0,1
45,0,M,Other,Male,2,2,1
54,1,M,Other,Male,1,1,1
40,1,F,African-American,Male,1,0,1
22,1,F,African-American,Male,1,5,0
33,1,M,African-American,Male,9,14,0
52,0,M,African-American,Female,0,-1,1
43,0,M,Other,Female,0,0,1
66,0,M,Other,Male,1,19,1
42,0,M,Other,Male,0,6,1
43,1,M,Other,Male,0,1,1
43,0,F,African-American,Male,0,3,0
28,1,M,Other,Male,0,2,1
28,1,F,Other,Male,2,10,1
31,0,F,African-American,Male,3,0,0
26,1,F,Other,Female,3,1,0
34,1,F,African-American,Male,13,1,0
27,0,M,African-American,Male,0,1,1
31,1,F,African-American,Male,4,24,0
68,0,M,African-American,Male,6,2,1
25,1,F,African-American,Male,3,2,0
33,1,F,African-American,Male,7,78,0
48,1,F,African-American,Male,5,242,0
27,0,M,African-American,Male,5,0,0
25,0,M,Other,Male,2,1,0
29,1,M,African-American,Male,0,0,1
21,0,M,Other,Male,0,4,1
29,1,M,African-American,Female,9,214,0
33,0,M,African-American,Male,2,0,1
42,0,M,African-American,Male,4,0,1
24,1,F,Other,Male,3,6,0
22,0,F,African-American,Male,0,1,1
21,1,F,Other,Male,0,4,0
57,0,M,African-American,Male,27,9,0
51,0,M,African-American,Male,5,0,1
38,1,M,Other,Male,1,0,1
20,1,M,African-American,Male,1,0,0
29,0,M,African-American,Male,0,0,1
29,1,M,African-American,Male,8,1,0
24,1,F,African-American,Male,5,1,0
40,1,F,African-American,Male,0,4,0
55,0,M,Other,Male,11,57,0
33,0,F,Other,Female,0,0,1
30,1,F,Other,Male,1,2,1
47,0,M,Other,Male,2,27,1
35,0,M,Other,Male,5,0,1
34,1,F,Other,Male,16,1,0
35,1,M,African-American,Female,0,2,1
35,0,M,African-American,Male,0,1,1
25,0,F,African-American,Male,1,2,1
29,1,F,African-American,Male,0,0,0
26,0,M,Other,Male,1,0,1
21,1,M,Other,Female,0,1,0
29,0,M,African-American,Male,2,1,0
24,0,F,African-American,Male,1,0,1
44,1,F,African-American,Male,11,1,0
38,0,F,African-American,Male,15,1,0
47,1,M,Other,Female,0,4,1
21,0,M,African-American,Male,0,1,1
21,0,F,Other,Female,0,0,0
51,0,M,Other,Male,1,1,1
43,1,F,African-American,Male,7,1,0
30,0,F,African-American,Male,0,1,1
20,1,F,African-American,Male,2,10,0
54,0,M,Other,Male,2,0,1
83,0,M,Other,Male,0,0,1
22,1,F,African-American,Male,1,15,1
29,0,F,African-American,Female,0,0,1
30,1,F,African-American,Male,20,317,0
45,0,M,African-American,Male,1,0,1
21,0,F,Other,Male,1,0,1
50,0,M,Other,Male,0,0,1
22,1,F,African-American,Male,1,6,0
52,0,M,Other,Male,4,0,1
23,0,M,Other,Male,0,0,1
60,0,F,Other,Male,1,0,1
29,1,F,African-American,Male,17,15,0
20,0,F,African-American,Male,0,0,1
55,0,M,Other,Female,0,1,1
38,1,F,Other,Female,5,41,0
40,0,F,African-American,Male,1,1,1
25,1,F,African-American,Male,14,83,0
20,1,F,African-American,Male,0,1,0
34,0,M,African-American,Female,0,1,1
45,1,M,Other,Male,0,3,1
24,0,M,African-American,Male,0,1,1
26,0,F,African-American,Male,2,8,1
32,1,F,African-American,Male,2,19,0
33,1,F,African-American,Male,18,1,0
28,1,F,Other,Male,3,37,0
64,0,F,Other,Male,0,108,1
50,0,F,Other,Male,2,1,1
24,0,F,Other,Male,0,1,1
20,1,F,African-American,Female,2,23,0
26,1,F,African-American,Male,0,-1,1
52,0,M,Other,Female,0,0,1
37,0,F,Other,Male,13,1,0
52,1,M,African-American,Male,15,0,1
28,0,F,African-American,Male,1,0,0
24,0,F,Other,Male,2,1,1
44,0,M,Other,Male,2,-1,1
36,0,F,Other,Male,0,24,1
32,0,F,Other,Male,1,0,1
33,1,F,African-American,Female,3,9,0
48,1,F,African-American,Male,5,0,1
33,0,M,Other,Male,0,0,1
21,0,F,Other,Male,1,0,1
35,0,M,Other,Female,2,1,1
34,0,F,Other,Male,5,1,1
30,0,F,Other,Male,1,1,0
24,1,F,African-American,Female,6,26,0
39,0,F,Other,Female,1,7,1
41,0,F,African-American,Male,1,2,1
23,0,F,Other,Male,0,1,1
26,0,M,African-American,Male,0,0,1
43,1,F,African-American,Male,4,1,1
41,0,F,African-American,Male,0,0,1
33,1,M,African-American,Male,4,1,0
53,1,M,Other,Male,1,2,1
22,1,F,Other,Male,5,2,1
55,0,M,Other,Female,0,0,1
25,1,F,African-American,Male,5,236,0
26,1,M,African-American,Male,0,0,1
42,1,F,Other,Male,1,51,1
47,1,F,African-American,Male,7,57,1
28,0,F,African-American,Male,4,0,0
33,0,M,Other,Male,0,10,1
32,1,M,Other,Male,2,5,1
22,1,F,African-American,Male,0,149,1
29,0,F,Other,Male,0,0,1
38,0,F,Other,Male,1,0,1
20,1,F,Other,Male,0,25,0
28,1,F,Other,Female,0,0,1
45,0,F,African-American,Male,3,36,0
40,1,F,Other,Male,8,40,0
25,0,M,African-American,Female,2,0,1
57,1,M,African-American,Male,8,-1,1
24,0,M,Other,Male,0,0,1
31,1,M,African-American,Male,7,1,1
56,0,M,Other,Male,5,0,0
30,0,F,Other,Male,0,0,1
27,0,F,Other,Male,0,8,1
30,1,F,African-American,Male,1,132,1
26,0,M,Other,Female,3,0,1
20,0,F,Other,Female,0,0,0
25,0,F,Other,Male,1,1,0
54,0,F,Other,Male,0,-1,1
52,1,M,Other,Male,0,0,1
29,0,F,Other,Male,1,0,1
42,1,F,Other,Female,1,21,1
43,0,M,African-American,Male,0,1,1
39,1,F,Other,Male,0,0,1
28,1,F,Other,Female,0,0,1
43,1,M,African-American,Male,4,0,0
25,0,F,African-American,Male,0,1,1
44,0,F,Other,Male,0,1,1
30,1,F,African-American,Male,5,2,0
50,1,M,Other,Male,9,28,0
45,0,F,African-American,Male,1,2,1
32,0,F,African-American,Male,4,108,0
50,1,F,Other,Female,1,1,1
31,0,F,African-American,Female,2,1,1
41,1,F,African-American,Male,6,39,0
50,1,F,Other,Female,2,0,1
23,1,F,African-American,Male,1,7,0
20,1,F,African-American,Male,2,129,0
52,1,F,African-American,Male,17,29,0
23,1,M,Other,Male,4,2,0
38,0,F,Other,Female,0,2,1
37,1,M,African-American,Male,8,1,1
49,1,M,Other,Male,4,17,0
31,1,M,African-American,Male,9,27,0
22,0,F,Other,Male,0,0,0
30,1,F,African-American,Male,8,54,0
25,0,F,African-American,Male,2,26,0
37,1,M,African-American,Male,1,0,0
23,1,F,Other,Male,0,0,0
55,0,M,Other,Male,0,0,1
25,1,F,Other,Male,5,35,0
52,0,M,Other,Male,2,1,1
34,0,F,African-American,Male,1,1,1
24,1,F,Other,Male,2,2,1
45,1,F,Other,Male,1,27,0
28,0,F,Other,Male,14,0,0
41,1,F,African-American,Male,8,1,1
38,0,F,African-American,Male,15,55,0
23,0,F,African-American,Male,0,2,0
21,0,M,African-American,Male,0,1,1
24,0,F,Other,Male,1,6,0
29,0,F,Other,Male,0,89,0
28,0,F,African-American,Female,0,0,1
26,0,F,African-American,Male,0,1,1
51,0,F,Other,Female,0,1,1
22,0,F,African-American,Male,0,1,1
28,0,F,African-American,Male,8,40,0
33,0,F,African-American,Male,0,0,1
57,0,F,Other,Male,2,2,1
25,0,F,Other,Male,1,0,1
80,0,M,Other,Male,0,0,1
32,1,F,Other,Male,8,0,0
21,1,F,African-American,Male,0,0,0
43,0,M,Other,Female,0,-1,1
26,1,F,African-American,Female,1,27,0
38,0,M,African-American,Male,0,-1,1
32,1,F,African-American,Male,6,4,0
36,0,M,Other,Male,1,0,1
24,0,F,African-American,Female,0,0,0
21,0,M,African-American,Male,0,1,1
24,0,M,Other,Male,0,1,1
31,0,F,African-American,Male,2,0,1
28,1,F,African-American,Male,12,76,0
45,1,F,Other,Male,9,54,0
43,0,M,Other,Male,0,0,1
29,1,M,Other,Male,4,7,0
25,1,M,Other,Male,6,1,0
43,0,M,Other,Male,1,1,1
57,0,M,Other,Male,1,1,1
24,1,M,Other,Female,9,8,0
27,1,F,African-American,Male,13,14,0
30,0,M,African-American,Male,1,4,1
41,0,F,Other,Female,0,0,1
24,0,M,Other,Male,3,0,0
24,1,F,African-American,Male,10,0,0
23,0,F,African-American,Male,0,0,1
52,0,M,Other,Male,3,0,1
53,0,M,Other,Female,0,0,1
22,0,F,African-American,Male,0,35,0
52,0,M,Other,Male,0,0,1
27,0,M,African-American,Male,1,0,0
52,0,F,Other,Male,2,1,1
35,1,M,African-American,Male,12,1,0
59,1,F,Other,Male,17,23,0
25,0,F,Other,Female,0,0,0
48,1,F,Other,Male,0,68,0
30,1,F,Other,Male,5,2,0
21,0,F,African-American,Male,0,2,0
21,0,F,African-American,Male,0,1,0
32,0,F,Other,Female,5,4,1
40,0,F,African-American,Female,0,-1,1
31,1,F,African-American,Male,3,-1,1
27,1,F,African-American,Male,2,0,1
21,0,M,African-American,Male,0,3,0
43,1,F,African-American,Male,8,348,0
57,0,F,Other,Male,0,1,1
34,0,F,African-American,Male,1,1,1
45,0,M,Other,Male,0,-1,1
54,0,F,Other,Male,0,0,1
31,1,F,African-American,Male,5,11,0
25,1,F,Other,Male,0,1,0
29,1,M,Other,Male,0,0,1
33,0,F,Other,Male,10,117,0
34,0,F,African-American,Male,1,0,0
25,1,F,Other,Male,2,0,1
43,0,F,Other,Male,3,0,1
41,0,M,African-American,Male,9,2,0
22,1,F,African-American,Male,1,0,0
44,0,M,Other,Male,0,0,1
31,1,F,Other,Male,9,470,0
22,1,F,African-American,Female,0,0,1
47,0,F,Other,Male,1,1,1
34,0,F,African-American,Male,3,1,1
31,0,F,Other,Male,0,0,1
33,0,M,Other,Male,2,4,1
32,0,F,African-American,Male,0,2,1
49,0,F,Other,Male,0,73,1
42,0,M,Other,Male,0,2,1
48,0,M,African-American,Male,0,1,1
39,0,M,Other,Male,0,0,1
25,0,F,African-American,Male,1,0,0
26,1,F,Other,Male,2,0,0
21,0,M,African-American,Male,1,15,0
52,1,F,Other,Male,1,3,1
26,1,M,African-American,Male,1,29,0
27,0,M,African-American,Male,0,1,1
37,0,F,Other,Male,2,28,1
53,1,F,Other,Male,3,197,1
29,1,F,African-American,Male,29,5,0
28,0,F,African-American,Male,5,136,0
30,1,F,Other,Male,1,-1,1
36,0,M,Other,Male,0,0,1
50,0,M,African-American,Male,4,2,0
36,1,F,Other,Male,1,18,1
30,1,F,African-American,Male,8,1,0
24,1,F,Other,Male,3,17,0
21,0,F,African-American,Male,1,1,0
33,1,F,African-American,Male,3,7,0
47,0,F,African-American,Male,20,1,0
25,0,M,African-American,Male,2,2,0
44,0,F,Other,Male,1,1,0
34,0,F,Other,Male,0,116,1
38,1,F,African-American,Male,19,0,0
28,1,F,African-American,Male,2,0,0
33,0,F,African-American,Male,1,0,1
45,0,M,Other,Male,1,26,0
37,0,F,African-American,Male,6,1,1
26,0,F,African-American,Male,5,1,0
67,0,M,Other,Male,0,42,1
28,1,F,African-American,Male,18,0,0
26,1,F,African-American,Male,6,4,0
42,0,F,African-American,Male,1,0,1
24,0,F,African-American,Male,0,4,0
33,0,F,Other,Male,1,3,1
24,1,F,African-American,Male,6,1,0
29,0,M,African-American,Female,1,-1,1
33,1,F,Other,Male,7,0,0
39,0,F,Other,Male,1,0,1
29,0,F,African-American,Male,4,1,1
35,1,M,Other,Male,1,0,1
28,1,M,African-American,Male,3,8,1
29,1,F,Other,Male,2,0,1
35,0,F,Other,Male,7,1,0
43,1,F,African-American,Male,3,1,1
25,1,M,Other,Male,1,0,1
23,0,M,African-American,Male,0,1,0
21,1,F,African-American,Male,0,1,0
29,1,M,Other,Male,0,0,0
24,0,F,Other,Male,0,2,0
39,1,M,African-American,Male,2,1,1
26,1,M,African-American,Male,8,26,1
20,0,F,African-American,Male,0,1,1
28,1,F,Other,Male,0,1,1
28,0,M,Other,Female,0,0,1
19,1,F,African-American,Male,3,1,0
38,0,F,African-American,Male,15,0,0
28,0,M,African-American,Female,0,0,1
28,1,M,Other,Male,1,0,1
34,0,M,Other,Male,2,1,1
25,1,M,Other,Female,1,0,0
27,1,F,Other,Female,0,2,1
26,0,M,Other,Male,0,2,1
43,1,M,Other,Male,0,0,1
34,0,F,Other,Male,1,51,0
21,1,F,African-American,Male,2,0,0
27,1,F,Other,Male,0,27,0
25,1,M,Other,Male,2,1,1
46,0,M,Other,Male,1,0,1
35,1,M,Other,Male,0,0,1
23,0,F,African-American,Male,0,2,1
29,1,F,Other,Female,20,56,0
50,0,M,African-American,Female,0,1,1
46,0,F,African-American,Male,2,0,0
27,1,F,African-American,Male,6,0,0
26,1,F,Other,Female,1,0,0
24,1,F,Other,Male,8,35,0
59,1,M,Other,Male,2,0,1
29,0,M,African-American,Male,2,3,1
61,0,F,Other,Male,1,1,1
37,0,M,Other,Male,4,0,1
23,1,F,African-American,Male,1,0,0
41,0,F,Other,Female,3,1,0
46,0,F,Other,Male,3,14,1
37,0,M,Other,Female,0,0,1
49,0,M,Other,Male,0,-1,1
37,0,F,Other,Male,0,0,1
37,1,M,Other,Female,0,0,1
27,1,F,African-American,Male,2,39,0
20,0,F,Other,Female,0,0,1
22,1,F,African-American,Male,2,1,0
20,1,F,Other,Male,0,1,1
29,1,F,African-American,Male,13,1,0
38,1,F,African-American,Male,7,6,1
54,0,M,African-American,Male,0,-1,1
22,1,M,Other,Male,2,24,0
24,1,M,African-American,Male,1,0,1
25,1,M,Other,Male,2,11,0
35,1,M,Other,Male,5,2,0
54,1,F,African-American,Male,28,5,0
29,0,F,Other,Female,1,1,1
24,0,F,Other,Male,0,0,1
23,1,F,Other,Male,2,7,0
50,0,F,African-American,Male,0,0,1
27,1,F,Other,Male,0,54,1
58,1,F,African-American,Male,0,1,1
44,0,F,African-American,Female,0,0,1
28,1,M,Other,Male,4,1,0
51,0,M,Other,Male,1,1,1
25,1,F,Other,Female,0,0,1
20,1,F,African-American,Male,1,2,0
20,1,F,African-American,Male,1,1,0
59,0,F,Other,Male,0,0,1
31,1,F,African-American,Male,10,1,0
30,0,M,African-American,Female,0,0,1
30,1,F,African-American,Male,7,38,0
30,1,M,Other,Male,0,1,0
26,0,F,African-American,Male,2,0,1
22,0,M,African-American,Male,1,1,0
58,0,F,Other,Male,1,79,1
28,0,F,Other,Male,1,3,1
29,1,F,Other,Female,1,13,0
22,1,F,Other,Male,0,2,1
47,0,F,African-American,Male,5,2,0
59,0,M,African-American,Male,2,0,1
31,1,F,Other,Female,2,1,1
36,0,M,Other,Male,0,-1,1
43,1,M,Other,Male,6,0,1
55,1,F,Other,Male,8,6,1
28,1,F,African-American,Male,6,80,0
43,1,F,African-American,Male,0,1,0
23,1,F,African-American,Female,0,0,0
24,0,M,African-American,Female,0,0,1
35,1,F,Other,Female,0,-1,1
23,0,M,African-American,Female,0,0,1
56,0,M,African-American,Male,0,1,1
24,0,F,African-American,Female,1,0,0
42,0,F,Other,Male,0,2,1
42,1,M,African-American,Male,0,1,1
31,1,F,African-American,Male,13,1,0
33,1,M,Other,Female,0,0,1
28,1,M,African-American,Male,8,0,0
27,0,M,African-American,Male,0,0,1
35,0,F,African-American,Female,1,1,1
49,0,M,Other,Male,0,1,1
20,1,F,African-American,Male,1,0,0
63,0,F,African-American,Male,1,1,1
39,0,F,Other,Male,1,14,1
25,0,M,African-American,Male,6,0,0
41,0,M,African-American,Male,9,0,0
23,1,F,African-American,Male,1,22,1
33,1,F,African-American,Male,18,0,0
56,0,F,Other,Male,0,-1,1
21,1,F,Other,Male,0,6,0
26,0,M,Other,Male,0,0,1
28,1,M,Other,Female,0,0,1
30,0,F,African-American,Male,7,1,1
46,1,F,Other,Male,26,167,0
52,1,M,African-American,Male,9,38,0
39,0,F,Other,Female,3,1,1
20,1,F,African-American,Male,3,21,0
22,1,F,Other,Male,1,1,1
25,0,F,African-American,Male,1,0,1
36,0,M,Other,Male,2,0,1
39,1,F,Other,Female,0,1,1
31,0,M,African-American,Male,1,1,0
24,1,F,African-American,Female,2,1,0
28,0,F,African-American,Male,3,0,0
23,0,F,Other,Male,0,0,1
54,1,F,Other,Male,3,8,1
25,1,F,African-American,Male,21,117,0
31,0,M,African-American,Male,5,0,0
36,0,F,Other,Male,0,0,1
48,0,M,Other,Male,0,1,1
26,1,F,Other,Male,3,0,0
56,0,F,Other,Male,6,0,1
24,1,F,Other,Female,6,3,0
34,1,F,African-American,Male,6,13,0
29,0,M,Other,Female,0,1,1
58,0,F,Other,Male,0,0,1
24,1,M,African-American,Male,1,1,0
30,0,F,African-American,Male,2,16,1
27,0,F,African-American,Male,11,4,0
44,0,M,Other,Male,11,180,1
31,0,F,Other,Male,6,3,1
53,1,F,African-American,Male,2,7,1
39,0,F,Other,Male,1,1,1
22,1,F,African-American,Male,0,13,1
30,0,F,African-American,Male,2,0,1
41,1,F,African-American,Male,14,0,0
51,1,M,Other,Female,0,7,1
33,1,F,African-American,Female,7,26,0
43,0,F,Other,Male,3,1,1
32,0,M,African-American,Female,1,0,1
58,0,F,Other,Male,1,3,1
24,0,F,African-American,Male,0,0,1
38,0,F,African-American,Male,9,2,0
36,0,M,African-American,Male,2,0,1
49,0,F,African-American,Male,1,5,0
30,1,F,Other,Male,0,-1,1
28,0,M,African-American,Male,2,6,1
32,0,F,African-American,Male,8,4,1
22,1,F,Other,Male,0,32,1
66,0,M,Other,Male,0,1,1
39,0,M,African-American,Male,0,1,1
35,0,F,Other,Male,1,2,1
23,1,F,African-American,Male,2,2,0
33,1,F,African-American,Male,12,2,0
24,0,F,Other,Male,0,1,0
37,0,M,Other,Male,2,0,1
29,1,M,African-American,Male,3,60,0
24,0,F,Other,Female,0,0,0
29,1,M,Other,Female,1,2,0
31,0,M,Other,Male,0,0,0
65,1,M,African-American,Male,2,5,1
31,0,F,African-American,Female,0,1,1
52,0,F,Other,Male,7,0,1
30,0,M,Other,Female,0,0,0
55,1,F,Other,Female,0,6,0
47,0,M,Other,Male,2,1,1
26,0,M,African-American,Male,2,0,1
40,1,M,African-American,Male,24,1,0
24,0,M,African-American,Female,0,2,1
33,0,F,African-American,Male,0,141,0
22,1,M,African-American,Female,0,0,0
44,0,M,Other,Male,4,1,1
63,0,M,Other,Male,0,0,1
56,0,F,Other,Male,13,6,1
20,1,F,African-American,Male,1,1,0
24,1,F,Other,Male,1,21,0
26,1,F,Other,Male,8,41,0
24,0,F,Other,Male,2,32,0
22,0,F,African-American,Male,2,1,0
22,0,F,African-American,Male,0,0,0
40,0,F,Other,Male,3,1,1
26,0,F,Other,Male,0,173,1
27,0,F,Other,Female,0,5,1
45,1,F,Other,Male,6,241,1
24,0,F,African-American,Female,1,0,1
32,0,M,Other,Male,6,0,0
30,1,M,African-American,Female,0,0,0
34,0,F,African-American,Male,3,0,1
26,1,M,African-American,Male,1,0,1
42,0,F,Other,Male,0,1,1
34,0,F,African-American,Male,0,1,1
34,0,F,Other,Male,3,1,1
25,0,M,African-American,Male,0,0,1
51,1,F,African-American,Male,12,0,0
52,0,F,Other,Female,1,3,1
44,0,M,African-American,Female,0,1,1
46,0,F,Other,Male,1,0,1
26,0,M,Other,Male,2,-1,1
26,0,F,Other,Male,8,2,1
30,1,M,Other,Male,1,0,1
20,1,F,African-American,Male,1,16,0
55,0,M,Other,Male,1,4,1
37,0,M,Other,Male,2,1,1
46,0,F,Other,Male,1,1,1
27,1,F,African-American,Male,3,0,1
38,1,F,Other,Male,1,1,1
34,1,F,African-American,Male,9,17,0
37,0,F,Other,Male,1,2,1
29,1,M,Other,Male,12,39,0
23,0,M,African-American,Male,1,0,0
69,0,M,Other,Male,0,0,1
27,1,F,African-American,Female,4,0,0
22,1,F,African-American,Male,11,0,0
29,0,F,African-American,Male,0,0,1
29,0,F,African-American,Male,7,1,0
59,1,F,Other,Male,1,0,1
61,0,F,African-American,Male,11,1,1
44,0,F,Other,Female,1,0,1
59,1,F,Other,Male,20,198,1
32,0,M,Other,Male,0,1,1
66,0,M,Other,Male,0,1,1
22,1,F,African-American,Male,8,39,1
29,1,F,African-American,Male,11,1,1
27,1,F,Other,Male,4,0,0
50,0,M,Other,Male,0,1,1
26,1,F,African-American,Female,5,6,0
21,0,F,African-American,Male,1,0,0
34,0,F,African-American,Male,5,4,1
35,0,M,Other,Female,0,0,1
35,0,F,African-American,Male,0,1,1
24,0,M,Other,Female,0,0,1
25,1,M,Other,Male,1,3,1
26,0,M,African-American,Female,0,1,1
31,1,F,African-American,Male,10,4,0
58,0,M,Other,Male,0,0,1
30,0,F,Other,Male,0,0,1
22,1,F,Other,Male,1,0,1
61,0,M,Other,Male,0,2,1
25,1,M,Other,Male,6,39,0
43,0,M,Other,Male,0,1,1
53,0,F,African-American,Male,20,3,0
29,0,M,African-American,Female,1,1,1
33,1,M,African-American,Male,1,1,1
51,0,F,African-American,Male,14,7,0
40,0,M,Other,Female,0,0,1
47,1,M,African-American,Male,23,0,0
46,0,M,African-American,Male,12,2,0
30,0,F,Other,Female,0,1,0
20,1,F,Other,Male,0,1,1
52,1,F,Other,Male,9,33,0
36,1,F,African-American,Female,1,0,1
21,1,F,African-American,Male,0,1,1
26,1,F,African-American,Male,5,6,0
49,1,F,Other,Male,0,1,0
29,0,F,African-American,Female,0,1,0
24,0,M,Other,Male,1,1,1
38,0,M,Other,Female,0,1,1
22,0,F,Other,Male,0,0,1
40,0,M,Other,Male,0,0,1
64,0,F,Other,Male,8,0,1
27,1,F,African-American,Male,4,0,1
24,0,M,Other,Male,2,0,1
29,0,F,Other,Male,1,0,1
36,0,M,African-American,Female,0,0,0
49,1,F,Other,Male,12,2,1
30,0,M,African-American,Female,0,1,1
24,1,F,African-American,Male,2,19,0
33,1,F,African-American,Male,13,0,0
24,0,F,African-American,Female,0,1,0
25,0,M,African-American,Female,1,0,0
21,1,M,African-American,Male,2,35,0
52,1,F,Other,Male,2,4,0
52,0,F,African-American,Male,0,0,1
33,0,M,Other,Male,0,1,1
26,1,M,Other,Male,10,0,0
27,1,M,African-American,Male,0,0,1
24,1,F,African-American,Male,8,49,0
24,0,F,Other,Male,2,0,0
27,1,F,African-American,Male,17,1,0
25,1,F,African-American,Male,1,28,0
21,1,F,Other,Male,3,1,0
50,0,F,African-American,Female,4,13,1
22,0,F,Other,Male,0,1,1
23,0,F,Other,Male,2,0,0
30,0,F,Other,Male,1,17,1
26,1,F,Other,Male,1,1,1
23,1,M,African-American,Male,3,9,0
26,1,F,African-American,Male,8,0,0
30,1,F,African-American,Male,3,2,1
21,0,F,African-American,Male,0,0,1
31,1,F,Other,Male,8,13,1
33,0,M,African-American,Male,2,1,1
56,0,F,African-American,Male,1,1,1
36,1,F,African-American,Male,26,0,0
30,1,F,African-American,Male,2,1,1
24,1,F,Other,Male,3,7,0
32,1,F,African-American,Male,19,1,0
33,1,F,African-American,Male,19,0,0
49,0,F,Other,Male,0,0,1
21,0,F,Other,Male,1,0,1
38,0,F,Other,Male,0,1,1
39,0,F,Other,Male,3,13,1
44,1,F,African-American,Female,11,15,0
40,0,F,African-American,Male,6,1,0
35,0,F,Other,Male,1,0,1
20,1,M,Other,Male,0,0,0
54,1,M,African-American,Male,0,0,1
21,1,M,Other,Male,0,0,1
20,0,F,African-American,Male,0,-1,1
46,1,M,African-American,Male,3,20,1
55,0,M,Other,Male,1,0,1
26,1,M,African-American,Male,0,0,1
56,0,F,Other,Male,1,15,1
37,1,F,Other,Male,1,8,0
