age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
47,Non-Private,324791,14,Married,Managerial-Specialist,Husband,White,Male,0,1887,50,US,1
50,Non-Private,167728,16,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
32,Non-Private,97614,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
50,Non-Private,159670,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
35,Private,187053,9,Non-Married,Other,Non-Husband,White,Female,0,0,60,US,1
42,Private,118652,12,Married,Other,Husband,White,Male,0,0,40,US,0
34,Non-Private,79190,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
45,Private,192360,14,Married,Managerial-Specialist,Husband,White,Male,0,1902,50,US,1
36,Private,122240,10,Married,Other,Husband,White,Male,0,0,40,US,0
42,Private,238384,9,Non-Married,Other,Non-Husband,White,Female,0,0,36,US,0
18,Private,54639,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
71,Private,132057,13,Married,Managerial-Specialist,Husband,Non-White,Male,9386,0,50,US,1
43,Non-Private,116632,11,Married,Other,Husband,White,Male,0,1887,45,US,1
21,Private,421010,7,Married,Other,Husband,White,Male,0,0,60,US,0
47,Private,151584,9,Non-Married,Other,Non-Husband,White,Male,0,1876,40,US,0
54,Private,191072,13,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
19,Private,177945,10,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
51,Private,56915,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
42,Private,173888,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,52,US,0
26,Non-Private,79089,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
43,Non-Private,308498,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
62,Private,319582,9,Non-Married,Other,Non-Husband,White,Female,0,0,32,US,0
18,Non-Private,427515,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,20,US,0
26,Non-Private,175044,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
40,Non-Private,108765,9,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
24,Private,50648,10,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
31,Non-Private,46492,11,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
52,Private,177858,9,Non-Married,Other,Non-Husband,White,Male,0,0,55,US,1
58,Private,119751,9,Married,Other,Non-Husband,Non-White,Female,0,0,60,Non-US,0
20,Non-Private,190968,4,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
27,Private,122913,4,Married,Other,Husband,White,Male,0,0,40,US,0
33,Non-Private,292217,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
62,Non-Private,101475,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
30,Private,212064,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
43,Private,266439,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
67,Non-Private,127605,14,Married,Managerial-Specialist,Husband,White,Male,20051,0,60,Non-US,1
63,Private,200474,2,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
36,Private,197202,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
32,Private,292592,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
23,Private,213811,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
36,Private,161141,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
47,Private,149366,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
40,Non-Private,279914,15,Married,Managerial-Specialist,Husband,White,Male,0,2415,40,US,1
37,Private,162494,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
27,Private,156294,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
42,Private,202565,2,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
43,Private,226902,13,Married,Other,Husband,White,Male,0,0,50,US,1
26,Private,389856,9,Married,Other,Husband,White,Male,0,0,40,Non-US,0
42,Non-Private,40024,10,Married,Other,Husband,White,Male,0,0,66,US,0
30,Private,101345,13,Married,Other,Non-Husband,White,Female,3103,0,55,US,1
37,Private,106043,9,Married,Other,Husband,Non-White,Male,0,0,40,US,1
36,Private,358373,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,36,US,0
48,Non-Private,184787,4,Married,Other,Husband,White,Male,0,0,50,US,1
52,Private,173987,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
57,Private,255109,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
55,Private,227158,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
53,Non-Private,117847,12,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
26,Private,152240,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
23,Private,65225,10,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
45,Non-Private,263982,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
38,Non-Private,214008,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
58,Non-Private,53481,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,35,US,0
50,Private,188186,14,Non-Married,Other,Non-Husband,White,Female,0,1590,45,US,0
34,Private,353213,12,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
63,Private,188999,9,Married,Other,Husband,White,Male,0,0,48,US,0
36,Private,203828,9,Married,Other,Husband,White,Male,0,0,40,Non-US,0
17,Private,53367,8,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
34,Private,61308,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
19,Private,210308,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,15,US,0
57,Private,140426,16,Married,Other,Husband,White,Male,0,1977,40,Non-US,1
53,Private,185846,9,Married,Other,Husband,White,Male,0,0,40,US,0
39,Non-Private,105803,14,Married,Managerial-Specialist,Husband,White,Male,0,0,48,US,1
42,Private,142756,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
49,Private,80914,3,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
32,Private,94041,11,Non-Married,Other,Non-Husband,White,Male,0,0,44,Non-US,0
39,Private,103456,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
53,Non-Private,298215,13,Married,Other,Husband,White,Male,0,0,45,US,1
42,Private,270710,5,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
39,Non-Private,29874,9,Married,Other,Husband,White,Male,0,0,54,US,0
25,Private,248990,3,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,Non-US,0
42,Private,159449,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
36,Non-Private,295127,9,Married,Other,Husband,White,Male,0,0,84,US,0
17,Private,250541,6,Non-Married,Other,Non-Husband,Non-White,Male,0,0,20,US,0
29,Non-Private,94064,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
48,Private,162236,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
26,Non-Private,206983,15,Married,Managerial-Specialist,Husband,White,Male,0,0,60,Non-US,0
45,Non-Private,106910,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
29,Private,148431,12,Married,Other,Non-Husband,Non-White,Female,7688,0,45,US,1
20,Private,176321,8,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
60,Private,338345,9,Married,Other,Husband,White,Male,0,0,45,US,1
49,Private,59380,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
26,Private,110103,9,Non-Married,Other,Non-Husband,White,Female,0,1762,40,US,0
23,Non-Private,238384,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
26,Private,244906,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
25,Non-Private,104097,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
66,Private,284021,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
36,Non-Private,191161,10,Married,Other,Husband,White,Male,0,0,57,US,1
45,Private,102559,11,Married,Other,Husband,White,Male,0,0,40,Non-US,1
50,Private,129956,9,Married,Other,Husband,White,Male,0,0,48,US,1
55,Non-Private,129786,9,Married,Other,Husband,White,Male,0,0,55,US,0
32,Private,127651,9,Married,Other,Husband,White,Male,0,0,46,US,1
56,Private,437727,5,Married,Other,Husband,White,Male,0,0,40,US,0
41,Non-Private,163215,15,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,1
20,Private,94057,10,Non-Married,Other,Non-Husband,White,Male,0,0,15,US,0
23,Private,117779,8,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
36,Private,160120,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,0
57,Private,477867,9,Married,Other,Husband,White,Male,0,0,40,US,0
25,Private,122175,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
44,Non-Private,78374,14,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
41,Private,36699,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,4650,0,40,US,0
26,Private,157617,13,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
21,Private,232577,11,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
31,Non-Private,226525,13,Married,Other,Husband,White,Male,0,0,51,US,0
49,Private,107399,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
54,Private,177927,14,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
30,Private,432565,11,Married,Other,Non-Husband,White,Female,0,0,40,Non-US,1
32,Private,194901,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
47,Non-Private,177457,10,Married,Other,Husband,Non-White,Male,0,0,40,US,0
41,Non-Private,133060,12,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
31,Non-Private,164243,9,Married,Other,Husband,White,Male,0,0,55,US,1
41,Private,50122,11,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
29,Private,137476,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,1
45,Private,127738,10,Married,Other,Husband,White,Male,0,0,40,US,0
27,Private,56658,9,Married,Other,Husband,Non-White,Male,0,0,8,US,0
33,Private,263561,10,Married,Other,Husband,White,Male,0,0,60,US,1
19,Private,160033,10,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
21,Private,203178,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
41,Non-Private,371382,10,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,1
31,Private,215297,9,Married,Other,Husband,White,Male,0,0,45,US,0
24,Private,42706,11,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
46,Private,109227,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,70,US,0
54,Private,419712,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
45,Private,155659,13,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
37,Private,143771,9,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
43,Private,122473,5,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,625,40,US,0
63,Private,67903,5,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
36,Private,182074,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
51,Private,112310,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
30,Private,315203,4,Non-Married,Other,Non-Husband,White,Female,0,0,30,Non-US,0
38,Non-Private,151322,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
37,Private,123211,9,Married,Other,Husband,White,Male,0,0,44,US,1
53,Private,208570,9,Married,Other,Non-Husband,White,Female,0,0,26,US,0
43,Non-Private,52849,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
60,Private,159049,15,Married,Managerial-Specialist,Husband,White,Male,0,0,70,Non-US,1
46,Private,200947,9,Married,Other,Husband,White,Male,0,0,35,Non-US,0
52,Non-Private,194791,10,Married,Other,Husband,White,Male,0,0,40,US,0
24,Private,229773,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
26,Private,159732,10,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
56,Private,127264,10,Married,Other,Husband,White,Male,0,0,34,US,0
25,Non-Private,210278,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
41,Private,124956,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,90,US,1
47,Private,116279,9,Non-Married,Other,Non-Husband,White,Female,0,0,43,US,0
27,Private,193898,13,Married,Other,Husband,White,Male,0,0,45,US,1
38,Non-Private,233571,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
18,Private,115630,7,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,20,US,0
24,Private,155150,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
39,Non-Private,327120,9,Married,Other,Husband,White,Male,0,0,40,Non-US,0
26,Private,97698,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,32,US,0
41,Private,41090,9,Married,Other,Husband,White,Male,0,2002,60,US,0
22,Private,211968,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
35,Private,229328,9,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
52,Private,276515,13,Married,Other,Husband,White,Male,0,0,40,Non-US,0
58,Private,183810,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
28,Private,408417,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
60,Non-Private,160062,9,Married,Other,Husband,White,Male,0,0,25,US,0
21,Private,143184,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
64,Private,137205,11,Married,Other,Husband,White,Male,0,0,48,US,0
18,Private,128086,8,Non-Married,Other,Non-Husband,White,Male,0,0,18,US,0
27,Private,220931,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,32,US,0
20,Private,172232,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,48,US,0
28,Private,328949,15,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
21,Private,265356,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
23,Private,235853,9,Married,Other,Husband,White,Male,0,0,45,US,0
35,Private,465326,13,Married,Other,Husband,White,Male,0,0,40,US,0
18,Private,276540,8,Non-Married,Other,Non-Husband,Non-White,Female,0,0,15,US,0
45,Private,275517,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
45,Private,281574,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,6849,0,43,US,0
43,Private,144778,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
38,Private,174308,9,Non-Married,Other,Non-Husband,White,Male,0,0,48,US,0
56,Non-Private,170217,9,Married,Other,Husband,White,Male,0,0,40,US,0
23,Private,393248,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
41,Private,320744,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
57,Private,61474,10,Married,Managerial-Specialist,Husband,White,Male,7688,0,45,US,1
32,Private,119124,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
29,Private,95465,9,Married,Other,Husband,White,Male,0,0,40,US,0
39,Private,79331,14,Married,Managerial-Specialist,Husband,Non-White,Male,15024,0,40,US,1
34,Private,157747,9,Married,Other,Husband,White,Male,0,0,45,US,0
51,Private,85942,10,Non-Married,Other,Non-Husband,White,Female,0,0,32,US,0
56,Private,346033,5,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
37,Private,261241,10,Married,Other,Husband,White,Male,0,1485,50,US,0
44,Private,111275,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,56,US,0
31,Private,86492,11,Married,Other,Husband,White,Male,0,0,30,US,1
27,Private,200928,10,Non-Married,Other,Non-Husband,White,Male,0,0,22,US,0
33,Private,224258,4,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,1
27,Private,153291,15,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
27,Private,192936,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
52,Private,192390,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
31,Private,237824,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,60,Non-US,0
22,Private,256504,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
19,Private,286419,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,20,US,0
53,Private,139127,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
22,Private,109456,10,Non-Married,Other,Non-Husband,White,Male,0,0,32,US,0
60,Private,83861,9,Married,Other,Husband,White,Male,0,0,40,US,0
57,Private,174353,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
36,Private,188563,10,Married,Other,Husband,White,Male,5178,0,50,US,1
53,Private,88842,9,Married,Managerial-Specialist,Husband,White,Male,99999,0,40,US,1
43,Private,307767,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
33,Private,63079,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
54,Private,87205,9,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
60,Private,83850,9,Married,Other,Husband,White,Male,0,0,40,US,0
40,Private,34987,13,Non-Married,Other,Non-Husband,White,Male,0,0,53,US,0
68,Non-Private,198884,9,Married,Other,Husband,White,Male,0,0,25,US,0
38,Non-Private,236687,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
24,Private,259510,13,Married,Managerial-Specialist,Husband,White,Male,5013,0,30,US,0
38,Private,167140,15,Married,Managerial-Specialist,Husband,White,Male,99999,0,70,US,1
26,Private,366889,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
32,Private,372692,9,Married,Other,Husband,White,Male,0,0,40,US,0
51,Private,191965,9,Non-Married,Other,Non-Husband,White,Female,0,0,32,US,0
63,Private,213945,13,Married,Other,Husband,White,Male,15024,0,40,Non-US,1
32,Private,113504,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
32,Private,37646,10,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
38,Private,187870,15,Married,Managerial-Specialist,Husband,White,Male,0,2415,90,US,1
35,Private,196178,9,Married,Other,Husband,White,Male,0,0,40,US,0
41,Private,178002,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
18,Private,165316,9,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
28,Private,107189,9,Married,Other,Non-Husband,White,Female,0,0,40,US,0
37,Private,230408,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,20,US,0
60,Non-Private,119575,9,Married,Other,Husband,White,Male,0,0,50,US,0
40,Non-Private,298635,14,Married,Other,Husband,Non-White,Male,0,1902,40,Non-US,1
30,Non-Private,183000,14,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
26,Private,250066,11,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
25,Private,193701,13,Non-Married,Other,Non-Husband,White,Female,0,0,38,US,0
70,Private,304570,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,32,Non-US,0
25,Private,60726,9,Married,Other,Husband,Non-White,Male,0,0,30,US,0
27,Private,190525,13,Married,Managerial-Specialist,Husband,White,Male,7298,0,55,US,1
